S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
356,"Mining Engineer, Non-Metals",2146.0200,2147.20,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","Mining Engineer, Non-Metals plans, organizes and supervises extracting of stratified deposits of solid non-metal minerals like coal, fire clay, gypsum, mica, precious stones etc. from earth by various mining processes. Performs basic tasks similar to those of Mining Engineer, General but specializes in extraction of coal, stone clay, diamond and other solid non-metallic minerals by underground or surface operations and their preliminary treatment such as washing, ore dressing, etc. ISCO 08 Unit Group Details: Code 2146 Title Mining Engineers, Metallurgists and Related Professionals"
357,"Mining Engineer, Metal",2146.0300,2147.25,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","Mining Engineer, Metals plans, organizes and supervises extraction of metallic ores like gold, silver, copper, iron, manganese, etc. and their preliminary treatment for further processing; performs basic tasks similar to those of Mining Engineer, General but specializes in extraction of gold, silver, copper and other metallic minerals by underground or surface operations and in their preliminary treatment by crushing and other means. ISCO 08 Unit Group Details: Code 2146 Title Mining Engineers, Metallurgists and Related Professionals"
358,"Mining Engineer, Petroleum and Gas",2146.0400,2147.30,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","Gas Mining Engineer, Petroleum and Gas plans, organizes and supervises work of extracting, storing and transporting petroleum and natural gas. Supervises geographical and geophysical surveys and studies earth samples and other data. Recommends appropriate techniques for drilling oil and gas wells, and for testing flow, pressure etc. of petroleum or gas. Advises on spacing and locating of wells, position and size of casing, location of cementing points, etc. Devises well completion methods on basis of test results and sub-surface engineering features. Calculates reserves of petroleum and gas by studying core and fluid samples. Recommends optimum production methods consistent with conservation practices and later exploitation of field. Utilises suitable surface and subsurface equipment and maintains it in working order. Treats well by various physical and chemical means to maintain production. Dehydrates oil by various physical and chemical processes. Formulates and controls compositions of drilling fluids and guards against contamination or lost circulation of oil or gas. Obtains core and subsurface sampling of reservoir fluids. Injects gas or fluids to maintain production pressure. Initiates and supervises regulations regarding safety and fire protection. Maintains accurate records of oil, gas and water production for engineering, royalty, tax and other purposes. May be known as Production Superintendent or Production Engineer, Petroleum; Reservoir Engineer, Crude Oil; Mud Engineer, Petroleum according to attainments and experience gained. ISCO 08 Unit Group Details: Code 2146 Title Mining Engineers, Metallurgists and Related Professionals"
359,"Metallurgist, Extractive",2146.0500,2147.40,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","Metallurgist, Extractive; Production Metallurgist; Process Metallurgist plans, organizes and controls extraction of metals from ores, their conversion into industrially useful products and production of alloys. Analyses ore and determines methods of extraction of metals employed such pyrometallurgy (dry method, carried on at elevated temperature furnace), hydrometallurgy (wet method, dissolving ore suitable solvent and then precipitating or depositing metal by suitable substance or electrolysis) or electrometallurgy (carried out at high temperature and tapping metal in fused condition) depending on type, quality and quantity ore. Ensures maximum economic extraction of metal or alloy of best possible prescribed grade. Prescribes temperatures, proportions of ingredients and chemicals to be added, solvents to be used, voltage required and controls them at all stages of production. Supervises production, and controls all operations such as smelting, calcining, roasting, oxidising, flux, charging fusibility of compounds, distillation, precipitation, current, voltage, and deposition of metal. Analyses samples at regular intervals, records observations and makes needed adjustments according to furnace and bath (large lined metal trays) condition to ensure that metal or alloy produced confirms prescribed quality and quantity. May design and supervise construction or repairs of furnace, bath, etc. May test physical properties of metal or alloy produced for quality control and identify area of improvement. ISCO 08 Unit Group Details: Code 2146 Title Mining Engineers, Metallurgists and Related Professionals"
360,Manager Heat Treatment/Metallurgist,2146.0501,,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","Treatment/Metallurgist Manager Heat Treatment/Metallurgist is responsible for supervising the various heat treatment operations like Carburizing, Tempering, Nitriding, Induction Hardening and Quenching, maintaining process and output parameters viz. Temperature, cycle time, bath concentrations and hardness, strength, microstructure,, guiding operatives and technicians to complete the assigned task, maintaining a safe and healthy working environment and maintaining records related to production, rejections, material movement and manpower productivity for a line/shift. Qualification Pack Details: QP NOS Reference ASC/Q3903 QP NOS Name Manager Heat Treatment /Metallurgist NSQF Level ISCO 08 Unit Group Details: Code Title Mechanical Engineers"
361,"Metallurgists, Adaptive",2146.0600,2147.50,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","Metallurgist Adaptive; Metallurgist, Physical; Metallurgist, Mechanical investigates properties and treatment of metals and supervises production of basic metals and alloys. Conducts microscopic (both low and high magnification), spectroscopic, X-Ray, and other studies of metals and alloys to determine their physical characteristic such as crystalline structure, dispersion of alloy particles through basic metal and presence of impurities, fractures and other defects in metal samples. Develops techniques for rolling, alloying, casting, forging, drawing (metal drawing), spinning, die casting, welding, heat-treating etc. to obtain desired characteristics, such as ductility, malleability, elasticity, plasticity, toughness, hardness, strength, etc. Tests samples at different stages of production, adopting pressure and other suitable devices and apparatus to determine their compliance with prescribed standards. Undertakes designing of mills and assists Electrical and Mechanical Engineers in repairs and maintenance. ISCO 08 Unit Group Details: Code 2146 Title Mining Engineers, Metallurgists and Related Professionals"
362,"Mining Engineers, Metallurgists and Related Professionals, Other",2146.9900,2147.90,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),"Mining Engineers, Metallurgists and Related Professionals","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around mining engineers, metallurgists and related professionals, with shared responsibilities, tools, and work objectives.","and Related Professionals, Other Mining Engineers, Metallurgists and Related Professionals, Other include all other Mining Engineers and metallurgists, such as those engaged in developing new types of alloys, supervising construction and repair of metallurgical furnaces, testing physical properties of metals and alloys etc. and consultation for planning and extraction mineral product, conducting research in sampling of precious metals, fumes and ores etc. not elsewhere classified. ISCO 08 Unit Group Details: Code 2146 Title Mining Engineers, Metallurgists and Related Professionals Family Engineering Professionals, Not Elsewhere Classified This unit group covers Engineering Professionals not classified elsewhere in minor group 214, Engineering professionals (excluding electro- technology) or in minor group 215, Electro-technology Engineers. For instance, the group includes those who conduct research, advise on or develop engineering procedures and solutions concerning workplace safety, biomedical engineering, optics, materials, nuclear power generation and explosives."
363,"Engineers and Related Technologists, Other",2149.0100,2149.90,Professionals,Science and Engineering Professionals,Engineering Professionals (Excluding Electrotechnology),Engineering Professionals Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to engineering professionals (excluding electrotechnology) functions within organizations.","This family includes closely related job roles centered around engineering professionals not elsewhere classified, with shared responsibilities, tools, and work objectives.","Technologists, other Architects, Engineers and Related Technologists, Other include all other engineers and technologists, such as those engaged in proper utilisation of machine and manpower, safety devices and other industrial problems, research work in laboratories and application of results thereof manufacture and solve practical problems, not elsewhere classified. ISCO 08 Unit Group Details: Code 2149 Title Engineering Professionals, n.e.c Group Electro-technology Engineers Electro-technology Engineers conduct research and design, advise, plan and direct the construction and operation of electronic, electrical and telecommunications systems, components, motors, and equipment. They organize and establish control systems to monitor the performance and safety of electrical and electronic assemblies and systems. Occupations in this Group are classified into the following Families: 2151 Electrical Engineers 2152 Electronics Engineers 2153 Telecommunication Engineers Family Electrical Engineers Electrical Engineers conduct research and advice on, design, and direct the construction and operation of electrical systems, components, motors and equipment, and advise on and direct their functioning, maintenance and repair, or study and advise on technological aspects of electrical engineering materials, products and processes."
364,"Electrical Engineer, General",2151.0100,2143.10,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to electrotechnology engineers functions within organizations.","This family includes closely related job roles centered around electrical engineers, with shared responsibilities, tools, and work objectives.","Electrical Engineer, General plans, designs and supervises manufacture, installation, testing, operation and maintenance of various types electrical wiring, machinery and equipment. Plans layout of work and equipment and prepares or directs preparation of sketches, detailed drawings and writing diagrams. Specifies method of construction materials to be used and standard of workmanship required. Prepares or checks estimates of cost materials, construction, installation and labour charges. Supervises construction and installation or erection work and gives necessary technical advice at every stage of progress. Inspects completed work to ensure efficient operation according prescribed specifications and safety standards. Directs repairs and maintenance of electrical apparatus and equipment. May specialize in designing and manufacturing of any particular item e.g., transformers, switchgears, simple electronic equipment, etc., other applications of electrical energy or in generation and transmission of electricity. May examine economical aspects of schemes to be undertaken. May be designated as Project Engineer, Electrical engaged electrical construction or installation project work. ISCO 08 Unit Group Details: Code Title Electrical Engineers"
365,"Designer, Electrical Engineering",2151.0200,2143.20,Professionals,Science and Engineering Professionals,Electrotechnology Engineers,Electrical Engineers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to professionals. It represents broad functional leadership or operational responsibility across industries.","Professionals Physical, Mathematical and Engineering Science Professionals conduct research, improve or develop concepts, theories and operational methods, apply scientific knowledge relating to fields such physics, astronomy, meteorology, chemistry, geophysics, geology, mathematics, statistics, computing, architecture, engineering, and technology. Tasks performed by workers in this sub- major group usually include: conducting research, enlarging, advising applying scientific knowledge obtained through the study of structures and properties physical matter and phenomena, chemical characteristics and processes of various substances, materials and products, and of mathematical, statistical and computing concepts and methods; advising on, designing and directing construction of buildings, towns and traffic systems, or civil engineering and industrial structures, as well as machines and other equipment, and advising on and applying mining methods, and ensuring their optimum use; surveying and sea and making maps; studying and advising on technological aspects of particular materials, products and processes, and on efficiency of production and work organization; preparing scientific papers and reports. Supervision of other workers may be included. Occupations in this Sub Division are classified into the following Groups: Physical and Earth Science Professionals Mathematicians, Actuaries and Statisticians Life Sciences Professionals Engineering Professionals (excluding Electro technology) Electro technology Engineers Architects, Planners, Surveyors and Designers Group Physical and Earth Science Professionals Physical and Earth Science Professionals conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating physics, astronomy, meteorology, chemistry, geology and geophysics. Occupations in this Group are classified into the following Families: 2111 Physicists and Astronomers 2112 Meteorologists 2113 Chemists 2114 Geologists and Geophysicists Family Physicists and Astronomers Physicists and Astronomers conduct research and improve develop concepts, theories and operational methods concerning matter, space, time, energy, forces and fields and the interrelationship between these physical phenomena. They apply scientific knowledge relating physics and astronomy in industrial, medical, military or other fields.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to electrotechnology engineers functions within organizations.","This family includes closely related job roles centered around electrical engineers, with shared responsibilities, tools, and work objectives.","Designer, Electrical Engineering; Electrical Engineer, (Design) plans and designs various types of electrical plants and equipment using available research data. Prepares plans, diagrams and sketches of electrical plants and equipment for manufacture, indicating construction details, material specifications and production methods. Supervises production, tests and observes performance and designs additional or alterations to effect improvements or to suit particular requirements. Studies consumer’s needs and develops design for manufacture new devices and products. Prepares detailed plant instructions and maintains manuals and diagrams illustrating operation details, circuits, connections, etc. Conducts research and experiments on efficiency, performance etc. of existing machines and equipment to effect improvement. May inspect assembly and installation of electrical equipment and machinery. May prepare designs and estimate cost of production for submitting tenders. ISCO 08 Unit Group Details: Code Title Electrical Engineers"
